hash,smiles
68dac2f0901a046813df925bf285c1dfd9eda4cf,Cc1cccc(c1)-c1nn(cc1\C=C1/SC(=S)N(CC(O)=O)C1=O)-c1ccccc1
d3397956c06cbe1a39fe990ae798f9e8fa9f0d1b,CC1(C)Oc2ccc3cccc4ccc(=O)c(c1)c2c34
491519d67178c99a0e92ccaccdcf9c5f5bbeef66,Oc1c(Br)cc(Br)cc1C=NNC(=O)C(=O)Nc1ccc(F)cc1
be1fa96fdc2f40a8d6be89ec9c140c54af4fc0c1,Oc1c(ccc2ccccc12)C(=O)Nc1ccc(Cl)c(Cl)c1
f00a04dc736595bf53b8f4c86ef27d811f7bee87,Cc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)Nc1ccc(Cl)cc1
d553b83a82965ad832a4c3aa2c1ae31a8a444319,CC1=CC(=O)N([C@H]1c1ccccc1)c1ccc(Br)cc1
8a5bf497d7dcf13db53782702fe878ee7f9e7527,O=C(Nc1ccc(Oc2ccc(cc2)N2CCOCC2)cc1)c1ccc2ccccc2c1
540c0b37a99a10bb44c107ee60818b1b715c4f7b,Cc1c(C)c(C)c(C)c2Oc3c(Cl)c(O)c(O)c(C)c3C(=O)Oc12
2bede00756ae01c81268d3cd8c277e20dfa25b34,O=C(Nc1ccc2nc(-c3ccccc3)c(nc2c1)-c1ccccc1)N1CCCCC1
6ec335d70acc9343c1ec345bce5fde53189444c4,Cc1ccc(C)c(c1)N=NC1CCc2c(C1)sc(NC(=O)c1ccccc1)c2C
4894aa354d0d87dc108ae6453343e8e7e80d6266,Oc1c(ccc2ccc(cc12)S(=O)(=O)NCc1ccccc1)N1C(=O)C2C3CC(C=C3)C2C1=O
2fe01eb366857489a81c08cb488855a67e9bbbc8,CC(=O)Oc1ccc(NC(=O)Nc2c(C)cccc2C)cc1
7d28de5823e8e9e9bac97b7c0e40e9aa9e03f7fd,CN(C)c1ccc(\C=C2/SC(=S)N(CCCC(=O)Nc3ccc(cc3)C(O)=O)C2=O)cc1
6eabf8bcd82ed65448dc18ce9e25d5fb6b4b2b50,COc1ccc(NC(=O)C(=C\c2ccc(OCc3ccccc3)cc2)\C#N)cc1
df54c2e2a31423fa0cb29456f37665f2c9bbbc11,Clc1ccc(cc1)S(=O)(=O)NC(=O)Nc1c2CCCc2cc2CCCc12
49bc8b3dfe65a02a8c9987feb31b3b42f49f1af0,CN(Cc1ccc(F)cc1)C(=O)c1ccc(\C=C2/SC(=S)N(Cc3ccccc3)C2=O)cc1
3bc2a5749c526ae6a730c57d30cd8ba436003e34,CC1CCN(CC1)C(=O)c1ccc(NS(=O)(=O)c2ccc(Cl)s2)cc1
3f79fba408edf91cf985b5ebd56efb49193988fe,CC(C)(C)c1ccc(NC(=O)Nc2cccc(c2)-c2cc3ccccc3oc2=O)cc1
886dc49faf24b5297237ed37f53b0f81c6ce7a98,O=C(N1CCN(CC1)c1ccccn1)c1cc2ccccc2o1
d61f01983fe7aa5f54402b8491c651555752e5c5,CC(NC(=O)c1cccc(c1)C(F)(F)F)c1cccc(c1)C(F)(F)F
67c90a709dd44384a4575e1bed77a9d7b954b017,Oc1ccc(cc1)N1C(=S)NC(=O)C(=Cc2c[nH]c3ccccc23)C1=O
0c07b45f54677b6123ab9e45d661b45a62c89112,O=C(Nc1c2CCCc2cc2CCCc12)NS(=O)(=NC#N)c1ccccc1
dfc1772a1fe0fa0750efb0493ae71a8ceb9f1b5c,CN1CCN(CC1)C(=O)c1c(C)[nH]c(c1C)S(=O)(=O)c1ccc(Cl)c(Cl)c1
30f9629594cf252f2ed13265aa6fba8faa8e20ab,COc1ccc(cc1)-n1c(O)c(CC=Nc2cc(C)on2)c2ccccc2c1=O
3cac716e7ae00bd1f0c957d8d6f6b4bb7ef71cfa,Cc1ccc(C(=O)Nc2ccc(cc2)S(=O)(=O)NC(=O)Nc2cccc(c2)C(F)(F)F)c(C)c1
38063532e6f2448ed5faac6f8158fa2d78f8f613,COc1ccc(CCNC(=O)c2cc(ccc2OC)S(=O)(=O)NC(=O)NC2CCCCC2)cc1
e25216a2db0e860de3f14ca87a0e71c4fc12bf5a,CC(C)(C)C(=O)Oc1ccc(cc1)-c1coc2cc(OC(C)(C)C)ccc2c1=O
5a88edb369a8b91d3d5d04abaca5e0a7dcf2d1b6,Cc1ccc(cc1)S(=O)(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F
ea968e577fb7be38c312f1a33b8e5704d2565746,CC(=O)NC(Cc1c(O)ccc2ccccc12)C(=O)NCC=C
1d8c00b4cdb235cb5de0de365d813fb616f76f33,O=c1n(c(cs1)-c1nc(cs1)-c1ccccn1)-c1ccccc1
282dd99b6a98d2b5af69ee41d0a67915faf1e8f9,Cc1ccc(NC(=O)c2ccc3c(c2)occ(-c2ccc(Cl)cc2)c3=O)cc1
0572c550c9319601d981373a916555021131d497,CC1CCC(CC1)NC(=O)c1cc(Cl)cc(Cl)c1
48aa18bf0f352d0a50e26439ae48fbba785b48d0,Oc1cc(Cl)ccc1C(=O)Nc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
e92174c709301dc46c09c795528ecd5bb88407ea,Cc1c(C)c2cc(C)c(C#N)c(N3C(=O)C=CC3=O)c2oc1=O
0af4f34d6241ac1791768c530a1df4223a23c776,CC(C)(O)c1coc(c1)S(=O)(=O)NC(=O)Nc1c2CCCc2cc2CCCc12
a27fba701f7806134b9b1b5ed74b9b779c2c17be,Cc1ccc(cc1)-n1c(SCC(=O)Nc2nc3CCCCc3s2)nc2CCSc2c1=O
805ff593c2fce8dfa60575285c37c979036f945d,Oc1c2C(=O)c3ccccc3C(=O)c2c(O)n1-c1ccc(cc1)C(=O)Nc1ccccc1Cl
c0ef86a4524ab7445c92708ff0cc7888e2fe4704,COc1ccccc1\C=C1/SC(=S)N(CC(O)=O)C1=O
361b0e0a0991a5a32a4d9516ffd1e142dbdac397,CN(C(=O)c1ccc2c(CC3CC3)n[nH]c2c1)c1ccccc1C
cf586378318c8c5d82070f36f1c2af27b34ef98d,COc1ccccc1NC(=O)Cn1c(SCc2cccc(F)c2)nc2ccccc12
f5d13e3ac3e256586e6409fe2d1fa65f0e78c65a,Cc1ccccc1C(=O)NC(=S)NNC(=O)c1ccc(cc1)C(F)(F)F
d59bd26b3f25a56db8063186c0ca4c0be3acae01,Oc1c(Cl)cccc1NC(=O)Nc1ccc(Br)cc1
d79ec5734f73b79a2a5f440386b167215c1c4723,Oc1ccc(cc1)-c1nc2ccc(Cl)cc2s1
ac8b024804354875ab867a44ca5c91b75d49d56c,CC1CC(=O)N(N=C1NC(C)=O)c1ccc(Cl)cc1
b02abc286aaffdc8340e54d0591d8e8657bfdd99,Cc1cccc(NC(=O)c2ccc(cc2)S(=O)(=O)N2CCc3ccccc23)c1
dc5d030e74487421bac3c496074b2e004d12f754,CC(=O)N1N=C(CC1c1ccc2ccccc2c1)c1ccccc1
b787d780ea466b3cfc82a9d55f48cf05e9f2adc8,COc1ccc2nc(Nc3c(F)cccc3C)nc(Nc3cccc(C)c3)c2c1
dff3080a6d2558c6f8b208b84076cab94327a294,O=C(Nc1ccccc1-c1ccccc1)NS(=O)(=O)c1ccc2ccccc2c1
116f9bc83bc8ad4f20d8c9a480fbc58de731846f,CC(C)N(CCc1ccccc1)C(=O)Nc1c(Cl)cccc1Cl
2b948c2c0472e2cfc8921a5b5a7554f2a48e0468,Oc1c(ccc2ccccc12)C(Nc1ccccc1)c1ccccc1
8faf3ec70d2317effb6a037efe482aacd1a10090,OC(=O)c1cc2cc3OCOc3cc2cc1C(O)=O
11cb796b4338d015ad7e839de63c0ed78040982d,CC(C)N(C(C)C)C(=O)CN1C(=O)NC(C)C1=O
20b63d8a2c23f8936f487f8b523952f775140f3e,O=C1C=C(N2CCN(CC2)c2ccccc2)C(=O)c2ccccc12
6a90bb7fbc79af60d7e9bc124681440c028786b0,O=C(Nc1c2CCCc2cc2CCCc12)NS(=O)(=NC#N)c1ccc(cc1)C#N
abda93b7b3d5415f08b81a8902bcd3110f81fe25,Oc1c(oc2ccccc2c1=O)-c1ccccc1
cef636c186802f7e3336a84883df11a706804dec,CC(=O)N1CCc2c(C1)sc(NC(=O)c1ccc(cc1)S(=O)(=O)N1CCOCC1)c2C(N)=O
16cf8faa4bedf36b1af8563e7a080dd98a24dd98,COc1ccc(cc1)S(=O)(=O)Nc1ccc2oc(nc2c1)-c1ccncc1
fda8240c43a53903df27b109ace1a941ede51472,CC(C)C(NC(=O)Nc1c(C)cccc1C)C(=O)OCC(=O)NC1CCCCC1
4d6474c240bdbdc73d50cbef195e8fb0939b8285,CC(=O)Nc1c(C#N)c2nc3ccccc3nc2n1-c1ccc(Cl)cc1
85a7d8360ae22df15387cd7529ecfc07c6e00a38,Oc1ccc(cc1)-c1coc2cc(O)ccc2c1=O
23bde6da5b8034490c77df0b17ac088c851d0279,OC[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Br)ccc2[nH]1
900c7c3a2c9534efe0864e4863ab823ed93d8a4d,Cc1cccc(c1)-c1ccc(cc1)S(=O)(=O)NC(=O)Nc1c2CCCc2cc2CCCc12
f64f0bb01bd624b28c5b9b6d3fb82cb0e5b58d43,CC(=O)N1CCc2c(C1)oc1c(CC(O)=O)c(O)cc3c1c23
be508a73cc5aa0293513bc8a5471f6faa43e16a3,Clc1cccc(c1)C(=O)Nc1ccc(cc1)C(=O)NNC(=O)c1ccccc1Cl
a82445596c078b12d006320ea923b222104edaf7,CC1Cc2cccc(NC(=O)c3ccc(F)cc3)c2N1C(C)=O
a7304811b033ad8f635558357581a821cc0f0fff,CC(=O)Nc1c(C(=O)Nc2ccccc2C)c2ccccc2n1-c1ccccc1
60c5877761d11d0cae2f1a911f2e4ffab46c0d29,CN(C)C(=O)Oc1cccc(NC(=O)c2ccc3C(=O)c4ccccc4C(=O)c3c2)c1
c5833951ecb79af59dee051fb7315724c54ac5fb,O=C1NC(=O)\C(N1)=C\c1cccc(c1)-c1cccnc1
b37fcd27981281d59c491d0f0107b2fef5c8d068,CN(C)c1ccc(\C=C2\C(=O)Nc3ccccc23)cc1
d108af9b58bac9a973a951c653e5f07265bc62fb,Oc1ccc(\C=C2/SC(=S)N(C2=O)c2cccc(c2)C(F)(F)F)cc1O
38e7856f72a30bc888567cf3e9c9afda4f412508,O=C1C=CC(=O)N1c1ccc(OCc2ccccc2)cc1
b601082cc71974376266779d561936826a262c0f,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)C1O
5214e940932c2bb6e0ae1ce1a7b9ab349b6f6a38,COc1cc(ccc1O)C1CC(=O)c2ccc3ccccc3c2O1
ec41254ed2aef1ffe3e73ac26f448a16228fde96,CC1Cc2ccccc2N1C(=O)c1ccc(Cl)cc1
c839cb8bb5be6e61671f006ae1bf1e1ca71fe3f8,COc1cccc(c1)C(=O)Nc1nnc(s1)-c1cccnc1
0ecbd4bfb0fbb0924741a7c658db3fbf59bd304f,CC(=O)c1ccc(NC(=O)Nc2ccc(C)c(C)c2)cc1
79659d94473e44d5cb0c5d137bcd1cd7cebd59bd,CC(C)(C)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1
d295ce4f5249818edbb5163d47eb03fd4fb30500,O=C(NC(=S)Nc1c2CCCc2cc2CCCc12)c1ccccc1
efec6dc8b128133afa50760665e2cc86091ebb6f,COc1cc(ccc1O)C1CC(=O)N(Cc2ccccc2)C(=O)C1
fc163f6283734aa15245bf55ffe571eb334ff9d8,Cc1cc(C)n(n1)C(=O)c1ccc(cc1)C(=O)NNC(=S)Nc1ccccc1
577b7027b54721b542b3a975f5562c0c80614d2c,COc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1
456e1ad5601e61f6460be58b36858750ba312948,CC(C)C(=O)N1CCN(Cc2c(F)cccc2Cl)CC1
3d9e9bd33269d8c4dadfc8115f50b1526f3a2829,CC(=O)N1N=C(CC1c1ccc(Cl)cc1)c1ccccc1
cd964743f0a66832c69e3510265cff6d996106e9,CC(C)(C)c1ccc(cc1)S(=O)(=O)NC(=O)Nc1ccc(cc1)C(F)(F)F
611391fdbb3b7ddc6dec1ac50085f70bd39dd6da,COc1ccccc1C(=O)Nc1ccc2oc(nc2c1)-c1ccccc1
472286e8118f3e59befdadbcfe29ed1c60e52123,COc1cccc(c1)C(=O)Nc1nc2cc(F)ccc2s1
6fb288ddb81215714a35ff773e3526405da94675,OC(=O)c1ccc(cc1)-c1cc2ccccc2o1
9f22d3bd1549b49bdf74710c98aeafadb437bc6b,CC1=CC[C@H]2C(=O)c3ccccc3[C@]2(C)[C@H]1C(O)=O
722b8ec49b595ebaf27b0caba07c21b907e4f07f,CC1CC(C)CN(CCCNC(=O)c2cc(ccc2C(F)(F)F)S(=O)(=O)N2CCOCC2)C1
f81691a2e1a905487c8cf8d547200481b904dc44,CN(c1ccc(cc1)S(=O)(=O)NCC1CCCO1)S(=O)(=O)c1ccc(F)cc1
294da5707fac32acf488039178d69c41711f874d,Cc1ccc(cc1)-n1c(nc2ccc(Br)cc2c1=O)-c1ccc(cc1)S(C)(=O)=O
2cc17800fca43bb5299e84566be92cf66dcfa9cc,Cc1ccc(NC(=O)c2ccc3C(=O)N(Cc4ccccc4)C(=O)c3c2)cc1
e87b13d73a36369116bd66acb64ff17af459d519,O=C(Nc1cccc2cccnc12)NS(=O)(=O)c1ccccc1
a888aa93d3be3aa24cda99cedd6e4499639c07b1,Cc1ccc(cc1)C(=O)C1CCCN(C1)S(=O)(=O)c1ccc(Cl)c(Cl)c1
4532d7fb4a5d741326db6fd140ae70351049f693,CN(c1ccc(cc1)C#N)S(=O)(=O)c1ccc2NC(=O)Cc2c1
44919f81a477f5abdafda8be9b846b48c9045aee,Clc1ccc(cc1)-c1nn(cc1C(=O)Nc1ccccc1)-c1ccccc1
cbcc2f803aae22ccaa16f46042d0387e057a30d9,Cc1ccc(cc1)-c1nn2c(nnc2s1)-c1ccncc1
b5917ea0b9e984750d6e75a17c6aa6480357f21e,Cc1ccc(cc1)S(=O)(=O)N1CCC(CC1)C(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F
816f3ea3d19ec9668b28287307aa8680cf59c881,COc1ccc(cc1)-c1nnc(NC(=O)C(CC=C)n2c3ccccc3sc2=O)s1
b0908a58e9571af6f0bd24401f3dd382d4362717,O=C(Nc1ccc2nc(-c3ccco3)c(nc2c1)-c1ccco1)N1CCCCC1
2d006501dbe8292acb7310bad22a35073f1a2186,Clc1ccc(C=NNC(=O)c2cc3ccccc3o2)cc1
ce7f3fee0c25f9bde468a39af3b989bd5ccc5574,CN(C)C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(F)cc1
7b24ea0ce24e626b55918617fe36d33ff341d882,Oc1c(C(=O)Nc2cccc(Cl)c2)c(=O)n(-c2ccccc2)n1-c1ccc(Cl)cc1
bb3d35a2a3a15b0738dc37233b47f6383240082a,CN(c1cccc(c1)C(F)(F)F)S(=O)(=O)c1ccc(NC(=O)Nc2cccc(c2)[N+]([O-])=O)cc1
659a920cce064400c02a7ef00892ee82405ee910,CN(Cc1ccc2oc(C(=O)Nc3c(F)cccc3F)c(O)c2c1)Cc1ccccc1
139567e638a163e5ab26a90b4771f056f7b1501e,COc1ccc(NC(=O)N2N=C(CC2c2ccco2)c2ccccc2O)cc1
383ba3f3b2f25a79c94ea87403bca4f064f11047,O=C1N(Cc2cccc3ccccc23)c2cccc3cccc1c23
60f542422932cb0414ad2d0e2177d3121c25c472,Cc1ccc(cc1)-c1nn(c(c1C(O)=O)-c1ccccc1)-c1ccccc1
9b4f08c1ef9c39df227aa8515c7b42eea9f69b69,CC(=O)Nc1c2CCCc2cc2nc3CCCCc3c(C#N)c12
08d00c2f524f0525e9a221616f58402bf2dce6c1,Clc1ccc(cc1)S(=O)(=O)Nc1ccc2oc(nc2c1)-c1ccncc1
afedecf20e1329b6b3af87642735f9a9e8db8445,OC(=O)c1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2s1
84f1d928f84541d1b927b269c563830225211c0d,Clc1ccccc1NC(=O)Nc1cccc(c1)C(=O)NNC(=O)c1ccccc1Cl
3a0b72b5cf442a828edc6fc7d2d2d48a31fabe86,CC(C)(C)c1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)cc2o1
af463b0ee7edcd8100b590413a7aec406a6d2e33,COc1ccc(cc1)-c1cc(=O)n2nc(C)c(CN3CCCC3)c2[nH]1
cfe395c51bb460fb1b61cc15b30280940b53dc92,O=C(NC1=CC(=O)C(=O)c2ccccc12)c1cc2ccccc2o1
ce053993a46907eaa40b3050a783dfa4edfb98e9,CC(C)(C)c1ccc(cc1)-c1nc(C2CCCCC2)c2ccccc2n1
63f4798b98cc2e727338d401c3728025979b27e8,Cc1ccc(cc1)-n1c(O)c2C3CCCN3C(C(=O)c3ccccc3)c2c1O
ee543d0f67b53a71c9f1173f393f7fb26a2bfdc6,Cc1cccc(NC(=O)c2ccc(cc2)S(=O)(=O)N2CCCCC2)c1
5d93b2e6074bd9c6ef724fb22d5fab04516f8c68,COc1ccc(cc1)C(=O)N\N=C\c1ccc(cc1)N1CCCCC1
aab7e339160afefac52454d5ea707f8e946ac0d0,CC(=O)Oc1cccc(C=NNC(=O)C(=O)NN=Cc2ccc(O)cc2O)c1
ececd977230025e595666303be261ca012a474b8,OC(=O)c1ccc(cc1)S(=O)(=O)N=C1C=CC(=O)C=C1
e21d053f5ed3f1ad0fa54503175a42481587102f,CC(=O)Nc1ccc(NC(=O)c2ccc(Br)cc2)cc1
6e07525b510682dce5ecea77cef65cc23645d126,O=C1C=C(N2C=Cc3ccccc3S2(=O)=O)c2ccccc2C1=O
65dddcd88fac6f511a0b0b08194710134bdb2c88,Cc1cccc(c1)N1C(=S)S\C(=C/c2cccc(c2)[N+]([O-])=O)C1=O
2a87ef57c56f44ae360ac1b5e18c8272edd7388b,O=C(NC1CCCCCC1)Nc1c2CCCc2cc2CCCc12
2213c74bd9ce309421f248f2687d33578aadc1d1,Cc1ccc(cc1)-n1c(c[n+](C)c1=S)-c1cccc(c1)C(F)(F)F
b84848667e8c6bfd99a54ef9ad8bf3e54a62480d,O=C(NNC(=S)N1CCN(Cc2ccccc2)CC1)c1ccccc1
e84f6ddd72633a2bf863394ee4d6ffbfc96fa1c3,COc1ccc(NC(=O)c2ccc(cc2)-n2c(O)c3c(c2O)C2(C)CC(=O)c3c(O)c2=O)cc1
dcb21641fabd12c64d046096e4f0cc65573fa359,Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O
098bb8afa027918af8f8a28452c19740ebc13b1b,Clc1ccc(cc1)-c1nn(cc1C=NNC(=S)NC(=O)c1ccccc1)-c1ccccc1
9eded5256b160973e9c95bbbc404f0d0a03d0489,CC(C)c1ccc(NC(=O)c2cccc(c2)S(=O)(=O)Nc2c(C)noc2C)cc1
b5c2df4fb8633691926e643f39a4b5ccff5c926c,CC(=O)Nc1ccc2n(CCCc3ccccc3)c3cc(C)ccc3nc2c1
cb32b7e4e7aafdf0e2fd01094693c2bc16ba8b85,OC(=O)c1ccc(cc1)S(=O)(=O)N1CCc2cc(O)ccc2C1
fd90767d5caba74deb84c0f18db67eae97813e7c,CC(C)Oc1c(C)c(Br)c2cc3c(nc(=O)oc3cc2c1Br)-c1cccc(Br)c1
0f9094cee2c81fcc8e726bf7b8fd477f9d935877,OC(=O)c1ccc(\C=C\c2ccc3cccc(O)c3n2)cc1
539db8dbccaf251952b92b4da279a876496778a3,CC(C)NC(=O)c1cc2cc(Cl)c(Cl)cc2n1CC#C
1680477489fa9b0bfab101b25f2b7afa131e1249,Clc1ccc(C(=O)NS(=O)(=O)c2ccc(cc2)N2CCOCC2)c(Cl)c1
014b9b55323d85ed6034bfe763554943662cd6c6,Oc1ccc(CN(Cc2ccc(F)cc2)S(=O)(=O)c2ccc(F)cc2)cc1
61f64e0bdcf50655130a9b6a8af966dee3fdd90d,OC(=O)c1ccc(NC(=O)c2cccc(c2)-n2cccc2)cc1
a3bcf4bc9d3482026c21f686713b37f218bf2751,O=C(NC1CC1)Oc1c2CCCc2cc2CCCc12
c0695039d3ecd4436b7edd3ee80add16e4546f69,COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1
a231b4828d488832e4d8642ee2ae915d2193a2b7,Cc1ccc(NC(=O)c2cc(ccc2O)S(=O)(=O)Nc2ccccc2C(O)=O)cc1
a6fb10f834e473b23b93c375a1e944b99ba3eb0d,O=C1C=C(Nc2ccccc2)C(=O)c2ccccc12
4e61cf1be73b03efa3736db1ac8bad7ab97fb69f,CC1=C2C3C=CC4(O)CCCC(C)CCC4(C)C3CC2=CO1
bd193009270f082962d456b56d84842c5dc6370a,O=C(CSc1nc2ccccc2c(=O)n1-c1ccccc1)NC1=NCCS1
355fff370d7765ca0fd197655559e929e9efbe95,CC(C)c1cc(no1)C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O
30957e203a89f314c999743007386b7de64116d3,COc1ccc(cc1)C(=O)Nc1c(O)cc(Cl)c2ccccc12
358453545a1f698d539f33af91260023a9cc9110,COc1ccc(cc1)-n1c(N)c(sc1=S)C(=O)N1CCN(Cc2ccccc2)CC1
077c1e27466a13e6d5b8bc4cb794f0bdeb21ea01,CN(C)S(=O)(=O)c1cccc(NC(=O)c2cc(Cl)ccc2Oc2cccc(Cl)c2)c1
a524aff7ae9d5cdb33ae50183c847bbe5ea6f581,Cc1ccc(cc1)-n1c(nc2ccccc2c1=O)-c1ccc(Cl)cc1
239cd7911f3f4cb6be7d3454b9bfea3243e65248,O=C(Nc1ccc(cc1)S(=O)(=O)NC1=NCCCCC1)c1cc2ccccc2o1
0ed443244008066dbfb7c94ac3e19d9d4d7af6ee,Cc1ccc2oc(cc(=O)c2c1)-c1ccccc1Cl
471bd903b7786d78b9178fd35fa55af1b46458fa,Clc1ccc(cc1)C1NC(=S)N(CC2CC2)C1=O
f94f4ce28b72abc3657b5ce008eaea2c9baaf3f8,CC(C)(O)c1csc(n1)-n1c(nc2ccccc12)-c1ccc(F)cc1
94c23a29ed59373e34c091560fe9f060e4a34e39,OC(=O)c1ccc(CN(C(=O)c2ccco2)c2ccccc2)cc1
d0386e054b565dfa2f7cd36ff37b4a4b12b4b420,Oc1ccc2oc3ccccc3c(=O)c2c1
34d175440055ee606ee8ee11b294e34dbebf8940,Cc1ccccc1NC(=O)c1ccc2nc(-c3ccco3)c(nc2c1)-c1ccco1
92e5ef6a25270b88fd59f69744529fe54d610bdf,O=C(Nc1ccc(cc1)S(=O)(=O)Nc1nccs1)c1cc2ccccc2s1
b96967291b020e39f0820b0a587e6dd0b15a1f41,CC1Cc2cc(ccc2N1C(=O)c1ccccc1)-n1c2CCCc2c2cc(C(O)=O)c(Cl)cc12
52dfcf07f2a8e6c32e7c74dc5471c917058f20dd,CC(C)(C)c1ccc(cc1)S(=O)(=O)NC(=O)Nc1ccc(Cl)cc1
635c55de27964b7570ca9d3ba7bc7d1d5fc36f60,CC(=O)N1N=C(C[C@@]11CC[C@@H](CC1)C(C)(C)O)c1cc(F)cc(F)c1
3cae29c239cc4c2bed08ecf88ddb86e4100e31f8,CC(NC(=O)c1ccc(CN2CCN(Cc3ccccn3)CC2)cc1)c1ccccc1
4460aa1fa963c55fd1a6a6e4a6bc4c1c7a43fa1a,CC(=O)N(Cc1ccc(Cl)cc1Cl)C1=C(NC(=S)N2CCCC2)C(=O)c2ccccc2C1=O
801a92bcfe776503c61460c1c80ef1839914b77a,Clc1ccc(NC(=O)Nc2nnc(s2)-c2ccncc2)cc1Cl
aa086155024d40e9648d43d13a1c37cbaee50df5,CC(C)(C)c1ccc(NC(=O)c2ccccc2)cc1
